uniqueID,type,title,location,captions
ep146,national,California Firefighters Dream,CA,https://www.youtube.com/api/timedtext?v=VK006p3tlng&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629941030&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=9029D9A4C071DF87AD2D4C056AFB4C199785CD4A.34F95E9509FF272995E4FB64ACAD158ADE2A0E9F&key=yt8&lang=en&at=1&cc&fmt=json3&xorb=2&xobt=3&xovt=3
ep147,national,Looking for a Larger Home,NA,https://www.youtube.com/api/timedtext?v=sWKGhLxX8Io&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629944801&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=BA6E4B10CA856280ED767930D66DE8D140539581.A1A76564B600FF997670EEEC5E8CA8F18C78CEAC&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep148,national,Condominium Search,NA,https://www.youtube.com/api/timedtext?v=VuOZhi28HJ8&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945145&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=D0B25E8B442A99C7DBDE411BB31A46F88506AD1F.3C3E1C1800FFF9DC44D24D5C931F68BAA805250D&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep149,national,A Home to Call Their Own,NA,https://www.youtube.com/api/timedtext?v=F83DV6gUt9A&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945234&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=124DC6F04801DF877BBCB6AD02CF889DFABBF79F.E5DBF97B5BF106F8E8F8B53327F940F3FF35D93A&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep150,national,First-Time Homeowners,NA,https://www.youtube.com/api/timedtext?v=RfeTA0GQhZ0&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945261&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=07FBFEBF31F9BDD33FDD65A863FA9233444E444B.B46567109B6A16FE49C5EA926DC6064B402C85C3&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep151,national,Beachfront Hopes,NA,https://www.youtube.com/api/timedtext?v=bj6cuMP4g6M&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945292&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=EEE05037C894B2D6A8D0AC4DFA2670B9276A6008.58C2AC00F7D09F76FC25AB1DB465499CE8987060&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep152,national,Home Downsizing,NA,https://www.youtube.com/api/timedtext?v=64ctRJITfA0&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945325&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=C1502DE59182BACE46E96F98CD918B39B944C383.B38A068A2A46CD299846B79A1B1AC8712A6A53FA&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep153,national,Moving Back to the City,NA,https://www.youtube.com/api/timedtext?v=x248g_YhCaA&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945344&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=6958D072D77E78D369D198647D4AE5876140CBD7.20D7407A1074AF3520F1F81AFCA3F07E57593D67&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep154,national,Family Growth Prompts Move,NA,https://www.youtube.com/api/timedtext?v=uSsS5-7yOoo&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945372&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=12C594026214E87C87136733F452C2106D362AEF.9E94A3F07CCB7F0B60550B2FC5055F00BE3D0386&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep155,national,First American Home,NA,https://www.youtube.com/api/timedtext?v=GEX7KvGTd6k&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945387&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=1B0C255C845A78433BAE2F45DB19A3FC202614F4.579C83ADF90AE130C2A3A2E9DA30266E9EA8D37C&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep156,national,Moving Closer to the Children,NA,https://www.youtube.com/api/timedtext?v=mZvwJ0H_0SQ&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945404&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=1CC8F432DA9A58BB9E7D0F0D59B7C4D3E4AF27E6.493FC0AEA8B663649289D9AB33F0F87DAFF48F0A&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep157,national,Securing a Mortgage,NA,https://www.youtube.com/api/timedtext?v=ZVB30rLLsYQ&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945425&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=1F6BB491BFD98F2707C3CBB5ED1385413773A492.DAB2DF6FFD12362739584733828B27FC2142EF45&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep158,national,In Search of a Suitable House,NA,https://www.youtube.com/api/timedtext?v=A7OOAtzGuCY&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945441&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=4DC76F2B60C22830240AC17DB61E1E7CA8FEEA53.59B74A2AD28C4ABA4F4AC2BA52E22802C789DC05&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep159,national,For Sale by Owner,NA,https://www.youtube.com/api/timedtext?v=3EFjvJgJGgs&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945457&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=BA0ECE6EA795840470B054FDB953B290D4822530.0BD381448B7A682D7FA7ABE646478C3B446F1BC5&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep160,national,Settling for a Smaller Home,NA,https://www.youtube.com/api/timedtext?v=mUwtdqbgjYg&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945478&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=1725D6729D085577F4E86899EC66AF9EC4D9DC69.6D7411E7654473D5D21F6795A1C82F3E93EA9F8F&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep161,national,Both Buying and Selling,NA,https://www.youtube.com/api/timedtext?v=sC0WMqIkyXg&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945493&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=927853218A3A2CD8EB5D28E8A6F360E133139622.D4C93FBB2CABC823F31B53F2C7807B9F5EFE1213&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep162,national,Affordable Home Search,NA,https://www.youtube.com/api/timedtext?v=MP5hATrO5DE&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945508&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=D766E108516FDE5525ECAC8BD19AE2D05922A5E2.A952E8D7FDA078517451E22AE1B7326632D87D29&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep163,national,Securing a Home Loan,NA,https://www.youtube.com/api/timedtext?v=H5kQpKoOQS8&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945530&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=9EA5CDAB114240EE0BA2F3A3A3D182E457B82BCA.C31550207CAA44392E8D085D30C3E0E95BFF4F3B&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep164,national,Seeking Homeownership,NA,https://www.youtube.com/api/timedtext?v=VJgAs1QMFqM&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945552&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=B4E8A76668658720D5D5B4D32E294D033468ACE5.BC11AF2CCEB898AD1C5281A7AEE8EA2341BF89D7&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep165,national,Smaller Home Search,NA,https://www.youtube.com/api/timedtext?v=jDiW7ZyyicE&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945570&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=40FEABE7CDCC2331A8CE2FA253ACCF9B7F0EA0CA.D416B27A723EEB38C7AB7D5D05B0D15D2F9DC25A&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep166,national,Leaving Apartment Living,NA,https://www.youtube.com/api/timedtext?v=TaUjJkop_tc&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945588&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=15CC684D0EEC1B3D493A60E578D6350352617343.6CEC3DF54688ED1AAFE704894C52345E2E1E6F45&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep167,national,Maintenance-Free Yard,NA,https://www.youtube.com/api/timedtext?v=KClK2aJpDR4&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945620&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=0C5336F60ADF6BF39F188A3D18F38A705F459045.25A3AD3AFD59121D5208B3D2B20E22B8BBCB3EA4&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep168,national,Growth Adjustment,NA,https://www.youtube.com/api/timedtext?v=8CDTOpPrYlA&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945650&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=C3466F404CC3A324581E71004EA15CC22F44E9BF.8AD397E22C47C8BCBE9706BB23016BE8B4E504D6&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep169,national,Home by the Sea,NA,https://www.youtube.com/api/timedtext?v=9zCjKpEsJyk&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945673&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=2C063BDEEB04A10E9B6904BEAD8B0DB09616CDB4.0D83528CAC3362A694F7CCD776728217560D75A8&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep170,national,Move-in-Ready House,NA,https://www.youtube.com/api/timedtext?v=d4MlESQ6YK0&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945695&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=248B06D166967779F841A38952113D209DBCF2B3.E9005A32F59FD87293B358AB9FF192207E5D4128&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep171,national,Downsizing Toward the Ocean,NA,https://www.youtube.com/api/timedtext?v=pOU8LgCt1mo&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945719&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=A566E9886FA4206D660257996BB5962880A52C75.17AF4037F051E52E8B7E22D21760B00A8501F2A4&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3
ep172,national,Finding a House with a Yard,NA,https://www.youtube.com/api/timedtext?v=a1xVXup1ul0&asr_langs=de%2Cen%2Ces%2Cfr%2Cid%2Cit%2Cja%2Cko%2Cnl%2Cpt%2Cru%2Ctr%2Cvi&caps=asr&exp=xftt%2Cxctw&xorp=true&xoaf=5&hl=en-GB&ip=0.0.0.0&ipbits=0&expire=1629945738&sparams=ip%2Cipbits%2Cexpire%2Cv%2Casr_langs%2Ccaps%2Cexp%2Cxorp%2Cxoaf&signature=27793E189F72838B3D40E3C27C3865B0B4485920.C62D0462FBE7DBC778B134913907A6EAD74F43F3&key=yt8&lang=en&fmt=json3&xorb=2&xobt=3&xovt=3